Rank,Scenario ID,Name,Cash Down ($),LOC Initial ($),Mortgage Initial ($),Velocity Tier,Quarterly Extra ($),Payoff Month,Payoff Years,Nominal Outflows ($),Total Interest ($),Tax Savings ($),PV Outflows @ 3.8% ($),Delta PV vs Baseline ($),Strategy IRR vs Baseline (%)
634,547,C700k_L400k_M600k_V1,700000,400000,600000,V1,5000,266,22.17,2601135.32,746021.33,146588.72,2020556.50,155204.40,6.68%
635,496,C600k_L600k_M500k_V0,600000,600000,500000,V0,0,360,30.00,2895947.16,1144535.24,154475.46,2022196.35,156844.25,7.29%
636,552,C700k_L500k_M500k_V1,700000,500000,500000,V1,5000,267,22.25,2590442.69,712502.01,125009.48,2022836.55,157484.45,6.58%
637,567,C700k_L800k_M200k_V1,700000,800000,200000,V1,5000,258,21.50,2538098.36,597275.56,51182.83,2023869.00,158516.90,6.31%
638,501,C600k_L700k_M400k_V0,600000,700000,400000,V0,0,360,30.00,2881593.95,1099286.94,123580.37,2024859.59,159507.49,7.12%
639,562,C700k_L700k_M300k_V1,700000,700000,300000,V1,5000,264,22.00,2559293.11,636905.29,76799.14,2024960.88,159608.78,6.40%
640,557,C700k_L600k_M400k_V1,700000,600000,400000,V1,5000,268,22.33,2579394.64,677102.64,101898.63,2025318.62,159966.52,6.49%
641,401,C500k_L0k_M1200k_V0,500000,0,1200000,V0,0,360,30.00,2944966.26,1544754.58,293561.54,2025443.64,160091.54,5.94%
642,506,C600k_L800k_M300k_V0,600000,800000,300000,V0,0,360,30.00,2867240.74,1054038.64,92685.27,2027522.82,162170.72,6.93%
643,491,C600k_L500k_M600k_V0,600000,500000,600000,V0,0,360,30.00,2910300.36,1189783.54,185370.55,2029252.67,163900.57,7.15%
644,511,C600k_L900k_M200k_V0,600000,900000,200000,V0,0,360,30.00,2852887.54,1008790.35,61790.18,2030186.06,164833.96,6.75%
645,516,C600k_L1000k_M100k_V0,600000,1000000,100000,V0,0,360,30.00,2838534.33,963542.05,30895.09,2032849.29,167497.19,6.58%
646,521,C600k_L1100k_M0k_V0,600000,1100000,0,V0,0,360,30.00,2824181.12,918293.75,0.00,2035512.53,170160.43,6.43%
647,486,C600k_L400k_M700k_V0,600000,400000,700000,V0,0,360,30.00,2924653.57,1235031.84,216265.64,2043333.82,177981.72,6.95%
648,587,C800k_L100k_M800k_V1,800000,100000,800000,V1,5000,227,18.92,2559560.43,651503.00,151335.43,2048517.14,183165.04,6.51%
649,632,C900k_L0k_M800k_V1,900000,0,800000,V1,5000,192,16.00,2455909.14,494037.88,117838.52,2053763.64,188411.54,6.35%
650,627,C800k_L900k_M0k_V1,800000,900000,0,V1,5000,216,18.00,2492469.95,453296.25,0.00,2056222.69,190870.59,6.10%
651,481,C600k_L300k_M800k_V0,600000,300000,800000,V0,0,360,30.00,2941086.34,1280280.13,245081.17,2058472.46,193120.36,6.74%
652,592,C800k_L200k_M700k_V1,800000,200000,700000,V1,5000,242,20.17,2605114.36,667616.20,149960.39,2064272.24,198920.14,6.60%
653,622,C800k_L800k_M100k_V1,800000,800000,100000,V1,5000,237,19.75,2540085.09,486646.26,24631.80,2072456.43,207104.33,6.17%
654,476,C600k_L200k_M900k_V0,600000,200000,900000,V0,0,360,30.00,2967573.56,1325528.43,263842.24,2074055.05,208702.95,6.50%
655,597,C800k_L300k_M600k_V1,800000,300000,600000,V1,5000,251,20.92,2623977.51,656677.13,137234.01,2074787.48,209435.38,6.55%
656,617,C800k_L700k_M200k_V1,800000,700000,200000,V1,5000,249,20.75,2574839.40,523698.58,49629.53,2080703.67,215351.57,6.25%
657,602,C800k_L400k_M500k_V1,800000,400000,500000,V1,5000,256,21.33,2626760.11,631702.03,119152.09,2081161.09,215808.99,6.48%
658,677,C1000k_L0k_M700k_V1,1000000,0,700000,V1,5000,181,15.08,2438676.23,404197.13,97007.31,2083418.29,218066.19,6.27%
659,607,C800k_L500k_M400k_V1,800000,500000,400000,V1,5000,257,21.42,2616480.86,597816.83,97485.04,2083736.24,218384.14,6.40%
660,612,C800k_L600k_M300k_V1,800000,600000,300000,V1,5000,255,21.25,2600363.73,562488.09,74391.14,2083967.25,218615.15,6.32%
661,471,C600k_L100k_M1000k_V0,600000,100000,1000000,V0,0,360,30.00,2999959.22,1370776.73,276704.88,2089858.10,224506.00,6.24%
662,637,C900k_L100k_M700k_V1,900000,100000,700000,V1,5000,217,18.08,2559894.14,549033.20,128762.64,2091969.03,226616.93,6.41%
663,672,C900k_L800k_M0k_V1,900000,800000,0,V1,5000,207,17.25,2499403.55,384013.75,0.00,2096649.99,231297.89,6.07%
664,466,C600k_L0k_M1100k_V0,600000,0,1100000,V0,0,360,30.00,3035664.48,1416025.03,286247.92,2105832.48,240480.38,5.94%
665,642,C900k_L200k_M600k_V1,900000,200000,600000,V1,5000,232,19.33,2612977.81,560171.12,124173.57,2114356.79,249004.69,6.44%
666,551,C700k_L500k_M500k_V0,700000,500000,500000,V0,0,360,30.00,3024580.06,1061053.99,154475.46,2117237.87,251885.77,6.88%
667,667,C900k_L700k_M100k_V1,900000,700000,100000,V1,5000,228,19.00,2558932.42,415852.28,23746.42,2119740.49,254388.39,6.13%
668,556,C700k_L600k_M400k_V0,700000,600000,400000,V0,0,360,30.00,3010226.85,1015805.69,123580.37,2119901.11,254549.01,6.87%
669,561,C700k_L700k_M300k_V0,700000,700000,300000,V0,0,360,30.00,2995873.64,970557.39,92685.27,2122564.34,257212.24,6.72%
670,566,C700k_L800k_M200k_V0,700000,800000,200000,V0,0,360,30.00,2981520.44,925309.10,61790.18,2125227.57,259875.47,6.58%
671,647,C900k_L300k_M500k_V1,900000,300000,500000,V1,5000,240,20.00,2632927.06,546541.11,110801.37,2126388.83,261036.73,6.39%
672,546,C700k_L400k_M600k_V0,700000,400000,600000,V0,0,360,30.00,3038933.26,1106302.29,185370.55,2126619.19,261267.09,6.73%
673,712,C1000k_L700k_M0k_V1,1000000,700000,0,V1,5000,195,16.25,2488990.52,316908.85,0.00,2126831.11,261479.01,6.04%
674,571,C700k_L900k_M100k_V0,700000,900000,100000,V0,0,360,30.00,2967167.23,880060.80,30895.09,2127890.81,262538.71,6.44%
675,682,C1000k_L100k_M600k_V1,1000000,100000,600000,V1,5000,206,17.17,2549880.85,450142.34,105028.84,2129814.31,264462.21,6.33%
676,576,C700k_L1000k_M0k_V0,700000,1000000,0,V0,0,360,30.00,2952814.02,834812.50,0.00,2130554.04,265201.94,6.32%
677,662,C900k_L600k_M200k_V1,900000,600000,200000,V1,5000,240,20.00,2601204.81,451857.23,47839.74,2132058.44,266706.34,6.20%
678,652,C900k_L400k_M400k_V1,900000,400000,400000,V1,5000,244,20.33,2635442.04,520280.14,92410.83,2133144.63,267792.53,6.33%
679,657,C900k_L500k_M300k_V1,900000,500000,300000,V1,5000,243,20.25,2620682.09,486462.48,70760.00,2133666.57,268314.47,6.26%
680,541,C700k_L300k_M700k_V0,700000,300000,700000,V0,0,360,30.00,3053286.47,1151550.59,216265.64,2140497.70,275145.60,6.56%
681,687,C1000k_L200k_M500k_V1,1000000,200000,500000,V1,5000,220,18.33,2604505.99,456167.63,99212.73,2155173.75,289821.65,6.31%
682,536,C700k_L200k_M800k_V0,700000,200000,800000,V0,0,360,30.00,3069719.24,1196798.88,245081.17,2155437.37,290085.27,6.37%
683,707,C1000k_L600k_M100k_V1,1000000,600000,100000,V1,5000,216,18.00,2559633.17,347268.13,22738.35,2157018.92,291666.82,6.10%
684,702,C1000k_L500k_M200k_V1,1000000,500000,200000,V1,5000,225,18.75,2597741.94,379789.78,45158.55,2168742.42,303390.32,6.15%
685,692,C1000k_L300k_M400k_V1,1000000,300000,400000,V1,5000,228,19.00,2627177.90,439951.22,85219.79,2169652.01,304299.91,6.26%
686,531,C700k_L100k_M900k_V0,700000,100000,900000,V0,0,360,30.00,3096206.46,1242047.18,263842.24,2170864.34,305512.24,6.17%
687,697,C1000k_L400k_M300k_V1,1000000,400000,300000,V1,5000,230,19.17,2624993.18,412769.72,66608.33,2174594.35,309242.25,6.21%
688,526,C700k_L0k_M1000k_V0,700000,0,1000000,V0,0,360,30.00,3128592.12,1287295.48,276704.88,2186554.67,321202.57,5.94%
689,601,C800k_L400k_M500k_V0,800000,400000,500000,V0,0,360,30.00,3153212.96,977572.74,154475.46,2213611.11,348259.01,6.59%
690,606,C800k_L500k_M400k_V0,800000,500000,400000,V0,0,360,30.00,3138859.75,932324.44,123580.37,2214942.62,349590.52,6.69%
691,611,C800k_L600k_M300k_V0,800000,600000,300000,V0,0,360,30.00,3124506.54,887076.14,92685.27,2217605.86,352253.76,6.57%
692,616,C800k_L700k_M200k_V0,800000,700000,200000,V0,0,360,30.00,3110153.34,841827.85,61790.18,2220269.09,354916.99,6.45%
693,621,C800k_L800k_M100k_V0,800000,800000,100000,V0,0,360,30.00,3095800.13,796579.55,30895.09,2222932.33,357580.23,6.34%
694,596,C800k_L300k_M600k_V0,800000,300000,600000,V0,0,360,30.00,3167566.16,1022821.04,185370.55,2224008.16,358656.06,6.44%
695,626,C800k_L900k_M0k_V0,800000,900000,0,V0,0,360,30.00,3081446.92,751331.25,0.00,2225595.56,360243.46,6.24%
696,591,C800k_L200k_M700k_V0,800000,200000,700000,V0,0,360,30.00,3181919.37,1068069.34,216265.64,2237672.90,372320.80,6.29%
697,586,C800k_L100k_M800k_V0,800000,100000,800000,V0,0,360,30.00,3198352.14,1113317.63,245081.17,2252437.74,387085.64,6.12%
698,581,C800k_L0k_M900k_V0,800000,0,900000,V0,0,360,30.00,3224839.36,1158565.93,263842.24,2267701.94,402349.84,5.94%
699,651,C900k_L400k_M400k_V0,900000,400000,400000,V0,0,360,30.00,3267492.65,848843.19,123580.37,2309984.14,444632.04,6.48%
700,646,C900k_L300k_M500k_V0,900000,300000,500000,V0,0,360,30.00,3281845.86,894091.49,154475.46,2310606.85,445254.75,6.37%
701,656,C900k_L500k_M300k_V0,900000,500000,300000,V0,0,360,30.00,3253139.44,803594.89,92685.27,2312647.38,447295.28,6.46%
702,661,C900k_L600k_M200k_V0,900000,600000,200000,V0,0,360,30.00,3238786.24,758346.60,61790.18,2315310.61,449958.51,6.36%
703,666,C900k_L700k_M100k_V0,900000,700000,100000,V0,0,360,30.00,3224433.03,713098.30,30895.09,2317973.84,452621.74,6.27%
704,671,C900k_L800k_M0k_V0,900000,800000,0,V0,0,360,30.00,3210079.82,667850.00,0.00,2320637.08,455284.98,6.17%
705,641,C900k_L200k_M600k_V0,900000,200000,600000,V0,0,360,30.00,3296199.06,939339.79,185370.55,2321401.49,456049.39,6.23%
706,636,C900k_L100k_M700k_V0,900000,100000,700000,V0,0,360,30.00,3310552.27,984588.09,216265.64,2334927.97,469575.87,6.09%
707,631,C900k_L0k_M800k_V0,900000,0,800000,V0,0,360,30.00,3326985.04,1029836.38,245081.17,2349515.47,484163.37,5.94%
708,691,C1000k_L300k_M400k_V0,1000000,300000,400000,V0,0,360,30.00,3396125.55,765361.94,123580.37,2405025.66,539673.56,6.31%
709,696,C1000k_L400k_M300k_V0,1000000,400000,300000,V0,0,360,30.00,3381772.34,720113.64,92685.27,2407688.89,542336.79,6.38%
710,686,C1000k_L200k_M500k_V0,1000000,200000,500000,V0,0,360,30.00,3410478.76,810610.24,154475.46,2407766.99,542414.89,6.19%
711,701,C1000k_L500k_M200k_V0,1000000,500000,200000,V0,0,360,30.00,3367419.14,674865.35,61790.18,2410352.13,545000.03,6.29%
712,706,C1000k_L600k_M100k_V0,1000000,600000,100000,V0,0,360,30.00,3353065.93,629617.05,30895.09,2413015.36,547663.26,6.20%
713,711,C1000k_L700k_M0k_V0,1000000,700000,0,V0,0,360,30.00,3338712.73,584368.75,0.00,2415678.60,550326.50,6.12%
714,681,C1000k_L100k_M600k_V0,1000000,100000,600000,V0,0,360,30.00,3424831.96,855858.54,185370.55,2418794.82,553442.72,6.07%
715,676,C1000k_L0k_M700k_V0,1000000,0,700000,V0,0,360,30.00,3439185.17,901106.84,216265.64,2432184.43,566832.33,5.94%
